winner,best_of,w_one,w_two,w_three,w_four,w_five,winner_id
Duckworth J.,3,6.0,3.0,6.0,,,156
Almagro N.,3,6.0,6.0,6.0,,,6
Krajinovic F.,3,2.0,7.0,4.0,,,318
Haase R.,3,6.0,6.0,,,,238
Nieminen J.,3,6.0,6.0,,,,436
Ramos-Vinolas A.,3,6.0,6.0,,,,487
Smyczek T.,3,4.0,6.0,6.0,,,556
Thiem D.,3,7.0,7.0,,,,586
Krajicek A.,3,6.0,6.0,,,,317
Monaco J.,3,7.0,6.0,6.0,,,410
Querrey S.,3,6.0,6.0,,,,479
Youzhny M.,3,4.0,6.0,6.0,,,648
Falla A.,3,6.0,6.0,6.0,,,178
Gabashvili T.,3,0.0,7.0,6.0,,,192
Kukushkin M.,3,6.0,3.0,6.0,,,328
Klizan M.,3,6.0,6.0,,,,302
Bolelli S.,3,6.0,6.0,,,,61
Coric B.,3,1.0,6.0,7.0,,,106
Zverev A.,3,7.0,6.0,6.0,,,660
Pospisil V.,3,6.0,7.0,,,,473
Janowicz J.,3,6.0,6.0,,,,269
Darcis S.,3,2.0,7.0,7.0,,,116
Dolgopolov O.,3,6.0,6.0,,,,150
Delbonis F.,3,7.0,3.0,7.0,,,133
Melzer J.,3,7.0,6.0,,,,396
Rublev A.,3,1.0,6.0,6.0,,,512
Bellucci T.,3,7.0,6.0,6.0,,,44
Berdych T.,3,6.0,6.0,,,,49
Tomic B.,3,7.0,7.0,,,,590
Anderson K.,3,6.0,7.0,6.0,,,12
Garcia-Lopez G.,3,6.0,6.0,,,,198
Murray A.,3,6.0,6.0,,,,425
Mayer L.,3,6.0,7.0,,,,387
Giraldo S.,3,6.0,3.0,6.0,,,210
Thiem D.,3,7.0,4.0,6.0,,,586
Wawrinka S.,3,6.0,7.0,6.0,,,632
Nadal R.,3,6.0,6.0,,,,427
Nishikori K.,3,6.0,6.0,,,,437
Rosol L.,3,7.0,6.0,,,,510
Simon G.,3,6.0,6.0,6.0,,,548
Mannarino A.,3,6.0,3.0,6.0,,,373
Verdasco F.,3,4.0,6.0,6.0,,,619
Monaco J.,3,6.0,6.0,,,,410
Troicki V.,3,7.0,3.0,6.0,,,594
Tsonga J.W.,3,6.0,3.0,6.0,,,598
Sock J.,3,7.0,6.0,,,,557
Monfils G.,3,3.0,6.0,7.0,,,411
Isner J.,3,6.0,6.0,,,,265
Falla A.,3,6.0,6.0,,,,178
Ferrer D.,3,6.0,6.0,,,,182
Janowicz J.,3,6.0,1.0,6.0,,,269
Chardy J.,3,6.0,6.0,,,,93
Darcis S.,3,6.0,6.0,6.0,,,116
Dolgopolov O.,3,6.0,6.0,7.0,,,150
Dimitrov G.,3,6.0,6.0,,,,145
Goffin D.,3,6.0,6.0,,,,213
Raonic M.,3,6.0,6.0,,,,488
Bellucci T.,3,2.0,6.0,7.0,,,44
Djokovic N.,3,6.0,5.0,6.0,,,147
Anderson K.,3,6.0,6.0,,,,12
Murray A.,3,6.0,6.0,,,,425
Thiem D.,3,6.0,6.0,,,,586
Mannarino A.,3,7.0,7.0,,,,373
Monfils G.,3,6.0,7.0,,,,411
Verdasco F.,3,6.0,2.0,6.0,,,619
Berdych T.,3,6.0,7.0,6.0,,,49
Monaco J.,3,7.0,6.0,,,,410
Nishikori K.,3,6.0,6.0,,,,437
Dolgopolov O.,3,7.0,6.0,,,,150
Goffin D.,3,6.0,6.0,,,,213
Raonic M.,3,6.0,5.0,7.0,,,488
Ferrer D.,3,6.0,7.0,,,,182
Djokovic N.,3,6.0,7.0,,,,147
Simon G.,3,6.0,6.0,,,,548
Isner J.,3,7.0,6.0,,,,265
Berdych T.,3,6.0,3.0,,,,49
Thiem D.,3,7.0,4.0,7.0,,,586
Monaco J.,3,6.0,6.0,,,,410
Murray A.,3,6.0,3.0,6.0,,,425
Ferrer D.,3,7.0,6.0,,,,182
Djokovic N.,3,6.0,7.0,6.0,,,147
Nishikori K.,3,6.0,6.0,,,,437
Isner J.,3,6.0,7.0,7.0,,,265
Murray A.,3,3.0,6.0,6.0,,,425
Berdych T.,3,6.0,6.0,,,,49
Isner J.,3,6.0,6.0,,,,265
Djokovic N.,3,7.0,7.0,,,,147
Murray A.,3,6.0,6.0,,,,425
Djokovic N.,3,7.0,6.0,,,,147
Djokovic N.,3,7.0,4.0,6.0,,,147
Berlocq C.,3,4.0,7.0,6.0,,,51
Kukushkin M.,3,6.0,2.0,6.0,,,328
Brown D.,3,6.0,6.0,,,,72
Haider-Maurer A.,3,6.0,6.0,7.0,,,239
Youzhny M.,3,6.0,6.0,,,,648
Andujar P.,3,6.0,6.0,,,,16
Ouahab L.,3,6.0,6.0,,,,453
Dzumhur D.,3,6.0,7.0,,,,160
Bedene A.,3,6.0,3.0,6.0,,,43
Almagro N.,3,6.0,6.0,,,,6
De Greef A.,3,4.0,7.0,6.0,,,123
Gimeno-Traver D.,3,6.0,6.0,,,,208
Klizan M.,3,6.0,4.0,7.0,,,302
Haider-Maurer A.,3,7.0,6.0,,,,239
Almagro N.,3,7.0,7.0,,,,6
Dzumhur D.,3,3.0,,,,,160
Bedene A.,3,6.0,6.0,,,,43
Vesely J.,3,7.0,6.0,,,,620
Ouahab L.,3,6.0,6.0,,,,453
Gimeno-Traver D.,3,6.0,4.0,,,,208
Vesely J.,3,6.0,6.0,,,,620
Gimeno-Traver D.,3,6.0,6.0,,,,208
Klizan M.,3,6.0,7.0,,,,302
Dzumhur D.,3,6.0,6.0,,,,160
Gimeno-Traver D.,3,6.0,6.0,6.0,,,208
Klizan M.,3,4.0,6.0,6.0,,,302
Klizan M.,3,6.0,6.0,,,,302
Groth S.,3,7.0,6.0,,,,231
Delbonis F.,3,6.0,7.0,,,,133
Querrey S.,3,4.0,,,,,479
Soeda G.,3,4.0,7.0,6.0,,,560
Chardy J.,3,6.0,6.0,,,,93
Gabashvili T.,3,6.0,6.0,,,,192
Chung H.,3,6.0,7.0,,,,96
Giraldo S.,3,6.0,6.0,,,,210
Johnson S.,3,7.0,6.0,,,,277
Tipsarevic J.,3,6.0,3.0,7.0,,,589
Verdasco F.,3,6.0,4.0,,,,619
Sock J.,3,5.0,6.0,6.0,,,557
Chardy J.,3,6.0,6.0,,,,93
Anderson K.,3,6.0,6.0,6.0,,,12
Querrey S.,3,6.0,4.0,6.0,,,479
Lopez F.,3,6.0,6.0,,,,358
Sock J.,3,6.0,6.0,,,,557
Giraldo S.,3,7.0,6.0,,,,210
Verdasco F.,3,7.0,6.0,,,,619
Gabashvili T.,3,6.0,7.0,,,,192
Anderson K.,3,7.0,6.0,7.0,,,12
Sock J.,3,6.0,6.0,,,,557
Verdasco F.,3,6.0,6.0,,,,619
Querrey S.,3,6.0,6.0,,,,479
Sock J.,3,7.0,6.0,,,,557
Querrey S.,3,7.0,2.0,6.0,,,479
Sock J.,3,7.0,7.0,,,,557
Estrella Burgos V.,3,6.0,7.0,,,,172
Tomic B.,3,4.0,6.0,6.0,,,590
Mayer F.,3,7.0,6.0,,,,386
Haider-Maurer A.,3,6.0,6.0,,,,239
Kohlschreiber P.,3,6.0,6.0,,,,306
Dolgopolov O.,3,7.0,5.0,6.0,,,150
Paire B.,3,6.0,7.0,,,,455
Stakhovsky S.,3,7.0,4.0,6.0,,,568
Goffin D.,3,6.0,6.0,,,,213
Sousa J.,3,6.0,3.0,6.0,,,563
Ramos-Vinolas A.,3,6.0,6.0,,,,487
Fognini F.,3,6.0,6.0,,,,187
Bautista R.,3,6.0,6.0,,,,39
Isner J.,3,6.0,6.0,,,,265
Granollers M.,3,6.0,6.0,,,,224
Monfils G.,3,4.0,6.0,6.0,,,411
Pouille L.,3,6.0,6.0,,,,474
Monaco J.,3,6.0,6.0,,,,410
Robredo T.,3,6.0,1.0,6.0,,,499
Chardy J.,3,7.0,6.0,,,,93
Tsonga J.W.,3,6.0,6.0,,,,598
Troicki V.,3,7.0,5.0,6.0,,,594
Simon G.,3,6.0,6.0,,,,548
Dimitrov G.,3,6.0,4.0,6.0,,,145
Djokovic N.,3,6.0,6.0,,,,147
Ferrer D.,3,6.0,2.0,,,,182
Haider-Maurer A.,3,6.0,7.0,6.0,,,239
Cilic M.,3,6.0,3.0,6.0,,,97
Berdych T.,3,6.0,7.0,,,,49
Bautista R.,3,6.0,6.0,7.0,,,39
Robredo T.,3,6.0,6.0,,,,499
Wawrinka S.,3,6.0,6.0,,,,632
Nadal R.,3,6.0,6.0,,,,427
Simon G.,3,6.0,7.0,,,,548
Dimitrov G.,3,6.0,6.0,,,,145
Federer R.,3,6.0,6.0,,,,180
Raonic M.,3,6.0,7.0,,,,488
Isner J.,3,7.0,7.0,,,,265
Tsonga J.W.,3,6.0,6.0,,,,598
Monfils G.,3,7.0,7.0,,,,411
Raonic M.,3,6.0,3.0,6.0,,,488
Dimitrov G.,3,6.0,6.0,,,,145
Monfils G.,3,6.0,7.0,,,,411
Berdych T.,3,7.0,6.0,,,,49
Nadal R.,3,7.0,4.0,6.0,,,427
Cilic M.,3,6.0,7.0,,,,97
Ferrer D.,3,6.0,6.0,6.0,,,182
Djokovic N.,3,6.0,6.0,,,,147
Berdych T.,3,5.0,,,,,49
Monfils G.,3,6.0,6.0,,,,411
Djokovic N.,3,6.0,6.0,,,,147
Nadal R.,3,6.0,5.0,6.0,,,427
Berdych T.,3,6.0,6.0,,,,49
Djokovic N.,3,6.0,6.0,,,,147
Djokovic N.,3,7.0,4.0,6.0,,,147
Kukushkin M.,3,6.0,6.0,,,,328
Carballes Baena R.,3,5.0,7.0,6.0,,,82
Bellucci T.,3,6.0,6.0,,,,44
Kuznetsov An.,3,6.0,6.0,,,,334
Paire B.,3,6.0,6.0,,,,455
Andujar P.,3,6.0,6.0,,,,16
Ymer E.,3,6.0,7.0,6.0,,,645
Granollers M.,3,6.0,6.0,,,,224
Gabashvili T.,3,7.0,6.0,,,,192
Sousa J.,3,6.0,3.0,6.0,,,563
Estrella Burgos V.,3,6.0,7.0,,,,172
Ilhan M.,3,7.0,3.0,6.0,,,263
Montanes A.,3,1.0,6.0,7.0,,,412
Rublev A.,3,7.0,6.0,,,,512
Monaco J.,3,7.0,6.0,,,,410
Almagro N.,3,3.0,,,,,6
Bautista R.,3,6.0,6.0,,,,39
Nishikori K.,3,6.0,6.0,,,,437
Robredo T.,3,6.0,6.0,,,,499
Cuevas P.,3,6.0,7.0,,,,111
Andujar P.,3,2.0,6.0,6.0,,,16
Estrella Burgos V.,3,6.0,6.0,,,,172
Giraldo S.,3,6.0,3.0,6.0,,,210
Klizan M.,3,5.0,6.0,6.0,,,302
Ymer E.,3,2.0,7.0,7.0,,,645
Ferrer D.,3,6.0,6.0,,,,182
Kohlschreiber P.,3,7.0,6.0,,,,306
Nadal R.,3,6.0,6.0,,,,427
Lopez F.,3,6.0,5.0,7.0,,,358
Paire B.,3,1.0,6.0,6.0,,,455
Granollers M.,3,6.0,6.0,,,,224
Fognini F.,3,3.0,6.0,6.0,,,187
Bautista R.,3,7.0,6.0,,,,39
Nishikori K.,3,6.0,6.0,,,,437
Klizan M.,3,6.0,6.0,,,,302
Ferrer D.,3,6.0,6.0,,,,182
Andujar P.,3,6.0,6.0,,,,16
Fognini F.,3,6.0,7.0,,,,187
Kohlschreiber P.,3,6.0,7.0,,,,306
Robredo T.,3,6.0,6.0,,,,499
Nishikori K.,3,6.0,3.0,6.0,,,437
Klizan M.,3,7.0,6.0,,,,302
Ferrer D.,3,6.0,7.0,,,,182
Andujar P.,3,6.0,6.0,,,,16
Nishikori K.,3,6.0,6.0,,,,437
Andujar P.,3,7.0,6.0,,,,16
Nishikori K.,3,6.0,6.0,,,,437
Jaziri M.,3,4.0,6.0,7.0,,,272
Gimeno-Traver D.,3,5.0,6.0,6.0,,,208
Coric B.,3,6.0,6.0,7.0,,,106
Youzhny M.,3,1.0,6.0,6.0,,,648
Haider-Maurer A.,3,7.0,0.0,6.0,,,239
Baghdatis M.,3,6.0,6.0,,,,25
Bolelli S.,3,7.0,6.0,,,,61
Garcia-Lopez G.,3,6.0,6.0,,,,198
Lajovic D.,3,7.0,6.0,,,,339
Tipsarevic J.,3,6.0,6.0,,,,589
Mektic N.,3,6.0,6.0,,,,393
Vesely J.,3,6.0,7.0,,,,620
Rosol L.,3,4.0,6.0,6.0,,,510
Vesely J.,3,6.0,6.0,,,,620
Garcia-Lopez G.,3,7.0,6.0,,,,198
Karlovic I.,3,3.0,6.0,6.0,,,287
Bolelli S.,3,6.0,6.0,,,,61
Gimeno-Traver D.,3,7.0,6.0,,,,208
Monfils G.,3,6.0,6.0,,,,411
Simon G.,3,7.0,6.0,,,,548
Vesely J.,3,6.0,6.0,,,,620
Garcia-Lopez G.,3,6.0,7.0,,,,198
Gimeno-Traver D.,3,6.0,6.0,6.0,,,208
Monfils G.,3,6.0,7.0,,,,411
Vesely J.,3,2.0,6.0,6.0,,,620
Garcia-Lopez G.,3,6.0,6.0,6.0,,,198
Garcia-Lopez G.,3,7.0,7.0,,,,198
Haase R.,3,6.0,6.0,6.0,,,238
Coric B.,3,6.0,6.0,,,,106
Krajinovic F.,3,6.0,6.0,,,,318
Muller G.,3,6.0,3.0,6.0,,,421
Carreno-Busta P.,3,6.0,6.0,,,,84
De Schepper K.,3,6.0,2.0,6.0,,,126
Gasquet R.,3,7.0,6.0,,,,200
Montanes A.,3,6.0,4.0,6.0,,,412
Garcia-Lopez G.,3,6.0,6.0,,,,198
Machado R.,3,7.0,6.0,,,,366
Almagro N.,3,6.0,7.0,,,,6
Kyrgios N.,3,6.0,6.0,7.0,,,336
Almagro N.,3,7.0,6.0,,,,6
Haase R.,3,4.0,7.0,6.0,,,238
Gasquet R.,3,6.0,6.0,,,,200
Kyrgios N.,3,6.0,6.0,,,,336
Carreno-Busta P.,3,6.0,6.0,,,,84
Garcia-Lopez G.,3,6.0,3.0,6.0,,,198
Muller G.,3,4.0,6.0,7.0,,,421
Coric B.,3,6.0,5.0,6.0,,,106
Carreno-Busta P.,3,6.0,6.0,,,,84
Kyrgios N.,3,6.0,6.0,,,,336
Garcia-Lopez G.,3,6.0,7.0,,,,198
Gasquet R.,3,6.0,7.0,,,,200
Kyrgios N.,3,5.0,7.0,6.0,,,336
Gasquet R.,3,3.0,6.0,7.0,,,200
Gasquet R.,3,6.0,6.0,,,,200
Golubev A.,3,6.0,6.0,,,,215
Bellucci T.,3,7.0,6.0,,,,44
Rublev A.,3,6.0,6.0,,,,512
Kukushkin M.,3,6.0,6.0,,,,328
Schwartzman D.,3,6.0,6.0,,,,536
Istomin D.,3,6.0,6.0,,,,266
Melzer J.,3,5.0,,,,,396
Gimeno-Traver D.,3,6.0,6.0,,,,208
Lajovic D.,3,6.0,7.0,,,,339
Gabashvili T.,3,7.0,6.0,,,,192
Nieminen J.,3,6.0,6.0,,,,436
Dodig I.,3,7.0,6.0,,,,149
Gimeno-Traver D.,3,6.0,6.0,,,,208
Schwartzman D.,3,6.0,6.0,,,,536
Giraldo S.,3,6.0,1.0,6.0,,,210
Federer R.,3,6.0,7.0,,,,180
Cuevas P.,3,4.0,6.0,6.0,,,111
Bellucci T.,3,7.0,6.0,,,,44
Dimitrov G.,3,6.0,6.0,,,,145
Dodig I.,3,5.0,7.0,6.0,,,149
Schwartzman D.,3,0.0,6.0,6.0,,,536
Federer R.,3,7.0,6.0,6.0,,,180
Dimitrov G.,3,6.0,6.0,,,,145
Cuevas P.,3,7.0,6.0,,,,111
Federer R.,3,2.0,6.0,7.0,,,180
Cuevas P.,3,6.0,6.0,,,,111
Federer R.,3,6.0,7.0,,,,180
Estrella Burgos V.,3,7.0,6.0,,,,172
Zverev A.,3,4.0,6.0,6.0,,,660
Rosol L.,3,6.0,6.0,,,,510
Thiem D.,3,5.0,6.0,7.0,,,586
Stepanek R.,3,6.0,4.0,,,,573
Tipsarevic J.,3,5.0,6.0,7.0,,,589
Kohlschreiber P.,3,6.0,6.0,,,,306
Stakhovsky S.,3,6.0,6.0,,,,568
Bolelli S.,3,6.0,7.0,,,,61
Fognini F.,3,6.0,7.0,,,,187
Zverev M.,3,7.0,3.0,6.0,,,661
Andujar P.,3,6.0,6.0,,,,16
Estrella Burgos V.,3,6.0,6.0,7.0,,,172
Kohlschreiber P.,3,6.0,6.0,,,,306
Bautista R.,3,6.0,6.0,,,,39
Goffin D.,3,7.0,6.0,6.0,,,213
Rosol L.,3,7.0,6.0,,,,510
Murray A.,3,6.0,6.0,,,,425
Melzer G.,3,4.0,,,,,395
Thiem D.,3,6.0,6.0,,,,586
Murray A.,3,4.0,6.0,6.0,,,425
Bautista R.,3,4.0,6.0,6.0,,,39
Melzer G.,3,7.0,3.0,6.0,,,395
Kohlschreiber P.,3,2.0,6.0,6.0,,,306
Murray A.,3,6.0,6.0,,,,425
Kohlschreiber P.,3,2.0,6.0,6.0,,,306
Murray A.,3,7.0,5.0,7.0,,,425
Monaco J.,3,6.0,6.0,,,,410
Bolelli S.,3,6.0,6.0,,,,61
Querrey S.,3,6.0,6.0,6.0,,,479
Isner J.,3,7.0,6.0,,,,265
Johnson S.,3,4.0,6.0,7.0,,,277
Lopez F.,3,7.0,3.0,6.0,,,358
Sousa J.,3,6.0,7.0,,,,563
Fognini F.,3,6.0,6.0,,,,187
Bellucci T.,3,6.0,7.0,,,,44
Vanni L.,3,3.0,6.0,7.0,,,609
Goffin D.,3,3.0,6.0,7.0,,,213
Cilic M.,3,7.0,6.0,,,,97
Dimitrov G.,3,6.0,3.0,,,,145
Mayer L.,3,6.0,6.0,,,,387
Monfils G.,3,6.0,6.0,,,,411
Ramos-Vinolas A.,3,3.0,6.0,6.0,,,487
Tsonga J.W.,3,7.0,6.0,,,,598
Verdasco F.,3,4.0,6.0,6.0,,,619
Kyrgios N.,3,6.0,6.0,,,,336
Granollers M.,3,5.0,,,,,224
Sock J.,3,6.0,7.0,,,,557
Bautista R.,3,7.0,6.0,,,,39
Kohlschreiber P.,3,6.0,6.0,,,,306
Gasquet R.,3,6.0,6.0,,,,200
Raonic M.,3,6.0,6.0,,,,488
Wawrinka S.,3,7.0,7.0,,,,632
Isner J.,3,7.0,6.0,6.0,,,265
Ferrer D.,3,6.0,6.0,,,,182
Bolelli S.,3,4.0,6.0,6.0,,,61
Verdasco F.,3,6.0,7.0,6.0,,,619
Dimitrov G.,3,3.0,6.0,7.0,,,145
Tsonga J.W.,3,6.0,1.0,7.0,,,598
Berdych T.,3,7.0,7.0,,,,49
Nadal R.,3,6.0,6.0,,,,427
Mayer L.,3,7.0,7.0,,,,387
Kyrgios N.,3,6.0,7.0,7.0,,,336
Granollers M.,3,7.0,6.0,6.0,,,224
Bautista R.,3,7.0,6.0,,,,39
Nishikori K.,3,6.0,4.0,6.0,,,437
Murray A.,3,6.0,3.0,6.0,,,425
Dimitrov G.,3,7.0,3.0,6.0,,,145
Berdych T.,3,7.0,6.0,,,,49
Isner J.,3,6.0,6.0,6.0,,,265
Nadal R.,3,6.0,6.0,,,,427
Ferrer D.,3,5.0,6.0,6.0,,,182
Nishikori K.,3,6.0,6.0,,,,437
Murray A.,3,6.0,6.0,,,,425
Raonic M.,3,6.0,6.0,,,,488
Nadal R.,3,6.0,6.0,,,,427
Berdych T.,3,3.0,7.0,7.0,,,49
Murray A.,3,6.0,7.0,,,,425
Nishikori K.,3,6.0,6.0,,,,437
Nadal R.,3,7.0,6.0,,,,427
Murray A.,3,6.0,6.0,,,,425
Murray A.,3,6.0,6.0,,,,425
Anderson K.,3,7.0,4.0,7.0,,,12
Donati M.,3,2.0,6.0,6.0,,,153
Mayer L.,3,6.0,6.0,,,,387
Chardy J.,3,7.0,6.0,,,,93
Almagro N.,3,6.0,6.0,,,,6
Vesely J.,3,7.0,2.0,6.0,,,620
Simon G.,3,4.0,7.0,6.0,,,548
Dimitrov G.,3,6.0,7.0,,,,145
Kohlschreiber P.,3,6.0,6.0,,,,306
Isner J.,3,7.0,6.0,,,,265
Monaco J.,3,6.0,6.0,6.0,,,410
Thiem D.,3,7.0,7.0,,,,586
Ilhan M.,3,6.0,6.0,,,,263
Cuevas P.,3,6.0,6.0,,,,111
Gasquet R.,3,6.0,7.0,,,,200
Fognini F.,3,7.0,6.0,,,,187
Garcia-Lopez G.,3,6.0,6.0,,,,198
Bellucci T.,3,6.0,4.0,,,,44
Dolgopolov O.,3,6.0,6.0,,,,150
Lopez F.,3,6.0,7.0,,,,358
Troicki V.,3,7.0,6.0,7.0,,,594
Goffin D.,3,5.0,6.0,6.0,,,213
Bautista R.,3,6.0,6.0,,,,39
Tsonga J.W.,3,7.0,6.0,,,,598
Wawrinka S.,3,4.0,6.0,6.0,,,632
Djokovic N.,3,6.0,6.0,6.0,,,147
Anderson K.,3,3.0,,,,,12
Ferrer D.,3,6.0,7.0,,,,182
Berdych T.,3,6.0,6.0,,,,49
Garcia-Lopez G.,3,6.0,6.0,,,,198
Isner J.,3,7.0,6.0,,,,265
Murray A.,3,6.0,6.0,,,,425
Nishikori K.,3,7.0,7.0,,,,437
Nadal R.,3,6.0,6.0,,,,427
Bellucci T.,3,1.0,6.0,6.0,,,44
Thiem D.,3,7.0,2.0,,,,586
Fognini F.,3,7.0,4.0,6.0,,,187
Goffin D.,3,6.0,4.0,7.0,,,213
Troicki V.,3,6.0,6.0,6.0,,,594
Federer R.,3,7.0,6.0,,,,180
Nadal R.,3,6.0,6.0,,,,427
Wawrinka S.,3,7.0,6.0,,,,632
Ferrer D.,3,6.0,6.0,,,,182
Goffin D.,3,,,,,,213
Federer R.,3,6.0,7.0,,,,180
Berdych T.,3,6.0,3.0,7.0,,,49
Nishikori K.,3,6.0,6.0,,,,437
Djokovic N.,3,5.0,6.0,6.0,,,147
Ferrer D.,3,6.0,4.0,6.0,,,182
Federer R.,3,6.0,6.0,,,,180
Djokovic N.,3,6.0,3.0,6.0,,,147
Wawrinka S.,3,7.0,6.0,,,,632
Djokovic N.,3,6.0,6.0,,,,147
Federer R.,3,6.0,6.0,,,,180
Djokovic N.,3,6.0,6.0,,,,147
Rublev A.,3,6.0,6.0,7.0,,,512
Giraldo S.,3,6.0,6.0,6.0,,,210
Kuznetsov An.,3,6.0,6.0,,,,334
Sousa J.,3,7.0,6.0,,,,563
Ramos-Vinolas A.,3,7.0,6.0,,,,487
Melzer J.,3,6.0,6.0,,,,396
Youzhny M.,3,7.0,7.0,,,,648
Bellucci T.,3,6.0,6.0,6.0,,,44
Istomin D.,3,6.0,6.0,,,,266
Delbonis F.,3,6.0,6.0,,,,133
Rosol L.,3,1.0,7.0,7.0,,,510
Mannarino A.,3,4.0,6.0,6.0,,,373
Giraldo S.,3,6.0,6.0,,,,210
Cilic M.,3,4.0,7.0,6.0,,,97
Delbonis F.,3,6.0,6.0,,,,133
Sousa J.,3,6.0,6.0,,,,563
Bellucci T.,3,6.0,6.0,,,,44
Andujar P.,3,3.0,7.0,6.0,,,16
Wawrinka S.,3,6.0,3.0,6.0,,,632
Ramos-Vinolas A.,3,7.0,6.0,,,,487
Giraldo S.,3,7.0,6.0,,,,210
Bellucci T.,3,6.0,1.0,6.0,,,44
Sousa J.,3,6.0,2.0,7.0,,,563
Delbonis F.,3,6.0,6.0,6.0,,,133
Bellucci T.,3,6.0,6.0,,,,44
Sousa J.,3,6.0,2.0,6.0,,,563
Bellucci T.,3,7.0,6.0,,,,44
Carreno-Busta P.,3,6.0,6.0,,,,84
Monaco J.,3,6.0,6.0,,,,410
Johnson S.,3,7.0,6.0,,,,277
Querrey S.,3,6.0,6.0,,,,479
Coric B.,3,7.0,6.0,,,,106
Thiem D.,3,7.0,6.0,,,,586
Duckworth J.,3,6.0,7.0,6.0,,,156
Mina G.,3,6.0,,,,,404
Kyrgios N.,3,7.0,6.0,,,,336
Lajovic D.,3,5.0,7.0,6.0,,,339
Pouille L.,3,6.0,6.0,,,,474
Dolgopolov O.,3,3.0,7.0,6.0,,,150
Isner J.,3,7.0,4.0,6.0,,,265
Monaco J.,3,6.0,6.0,,,,410
Mayer L.,3,6.0,6.0,,,,387
Lajovic D.,3,6.0,4.0,7.0,,,339
Thiem D.,3,4.0,,,,,586
Gulbis E.,3,7.0,4.0,6.0,,,234
Coric B.,3,7.0,6.0,,,,106
Duckworth J.,3,7.0,7.0,,,,156
Isner J.,3,7.0,6.0,,,,265
Thiem D.,3,6.0,6.0,,,,586
Mayer L.,3,6.0,6.0,,,,387
Coric B.,3,6.0,7.0,,,,106
Thiem D.,3,7.0,6.0,,,,586
Mayer L.,3,6.0,6.0,,,,387
Thiem D.,3,6.0,7.0,7.0,,,586
Bautista R.,5,6.0,6.0,6.0,,,39
Dzumhur D.,5,6.0,6.0,,,,160
Kohlschreiber P.,5,6.0,6.0,6.0,,,306
Rosol L.,5,6.0,7.0,6.0,,,510
Baghdatis M.,5,7.0,6.0,6.0,,,25
Federer R.,5,6.0,6.0,6.0,,,180
Wawrinka S.,5,6.0,6.0,6.0,,,632
Granollers M.,5,6.0,6.0,7.0,,,224
Andujar P.,5,6.0,6.0,7.0,,,16
Mahut N.,5,6.0,6.0,7.0,,,369
Gulbis E.,5,6.0,6.0,7.0,,,234
Nishikori K.,5,6.0,7.0,6.0,,,437
Lajovic D.,5,6.0,6.0,6.0,,,339
Johnson S.,5,6.0,6.0,6.0,3.0,6.0,277
Tsonga J.W.,5,6.0,6.0,6.0,,,598
Sela D.,5,7.0,6.0,7.0,,,537
Becker B.,5,6.0,6.0,2.0,7.0,6.0,42
Stepanek R.,5,5.0,6.0,6.0,6.0,,573
Fognini F.,5,6.0,6.0,6.0,,,187
Monaco J.,5,6.0,6.0,6.0,6.0,6.0,410
Berdych T.,5,6.0,7.0,6.0,,,49
Klizan M.,5,6.0,6.0,6.0,,,302
Cuevas P.,5,6.0,6.0,6.0,6.0,,111
Gabashvili T.,5,6.0,7.0,6.0,,,192
Stakhovsky S.,5,6.0,7.0,6.0,,,568
Verdasco F.,5,6.0,6.0,6.0,,,619
Paire B.,5,5.0,6.0,4.0,6.0,6.0,455
Tomic B.,5,6.0,3.0,6.0,6.0,,590
Thiem D.,5,6.0,6.0,6.0,6.0,,586
Simon G.,5,3.0,6.0,6.0,6.0,,548
Goffin D.,5,3.0,6.0,7.0,6.0,,213
Robredo T.,5,3.0,6.0,7.0,6.0,,499
Giraldo S.,5,6.0,7.0,6.0,,,210
Bellucci T.,5,6.0,6.0,6.0,,,44
Kokkinakis T.,5,3.0,6.0,7.0,6.0,,308
Kyrgios N.,5,6.0,6.0,6.0,,,336
Coric B.,5,7.0,6.0,0.0,6.0,,106
Monfils G.,5,6.0,6.0,6.0,7.0,,411
Schwartzman D.,5,6.0,5.0,6.0,7.0,,536
Bolelli S.,5,6.0,6.0,6.0,,,61
Melzer J.,5,7.0,6.0,7.0,,,396
Troicki V.,5,6.0,6.0,6.0,6.0,,594
Murray A.,5,6.0,6.0,6.0,,,425
Kuznetsov An.,5,6.0,6.0,6.0,,,334
Edmund K.,5,2.0,6.0,6.0,5.0,6.0,163
Cilic M.,5,6.0,6.0,6.0,,,97
Gimeno-Traver D.,5,7.0,6.0,6.0,,,208
Janowicz J.,5,6.0,6.0,6.0,6.0,,269
Lu Y.H.,5,6.0,6.0,6.0,7.0,,363
Ferrer D.,5,6.0,6.0,6.0,,,182
Mayer L.,5,3.0,7.0,6.0,5.0,6.0,387
Sousa J.,5,6.0,7.0,6.0,,,563
Chardy J.,5,4.0,6.0,6.0,6.0,,93
Arnaboldi A.,5,4.0,6.0,7.0,7.0,6.0,19
Anderson K.,5,6.0,6.0,6.0,,,12
Nadal R.,5,6.0,6.0,6.0,,,427
Berlocq C.,5,4.0,3.0,6.0,7.0,6.0,51
Almagro N.,5,6.0,2.0,6.0,7.0,,6
Gasquet R.,5,6.0,6.0,6.0,,,200
Isner J.,5,7.0,6.0,6.0,,,265
